; CSV file generated by FPGA Logic Analyzer
; Sample Rate: 1000000 Hz
; Channels: 8, Samples: 49152
;
time,CH0,CH1,CH2,CH3,CH4,CH5,CH6,CH7
0.000178000,1,1,1,1,1,1,1,1
0.000179000,1,1,1,1,1,1,1,1
0.000180000,1,1,1,1,1,1,1,1
0.000181000,1,1,1,1,1,1,1,1
0.000182000,1,1,1,1,1,1,1,1
0.000183000,1,1,1,1,1,1,1,1
0.000184000,1,1,1,1,1,1,1,1
0.000185000,1,1,1,1,1,1,1,1
0.000186000,1,1,1,1,1,1,1,1
0.000187000,1,1,1,1,1,1,1,1
0.000188000,1,1,1,1,1,1,1,1
0.000189000,1,1,1,1,1,1,1,1
0.000190000,1,1,1,1,1,1,1,1
0.000191000,1,1,1,1,1,1,1,1
0.000192000,1,1,1,1,1,1,1,1
0.000193000,1,1,1,1,1,1,1,1
0.000194000,1,1,1,1,1,1,1,1
0.000195000,1,1,1,1,1,1,1,1
0.000196000,1,1,1,1,1,1,1,1
0.000197000,1,1,1,1,1,1,1,1
0.000198000,1,1,1,1,1,1,1,1
0.000199000,1,1,1,1,1,1,1,1
0.000200000,1,1,1,1,1,1,1,1
0.000201000,1,1,1,1,1,1,1,1
0.000202000,1,1,1,1,1,1,1,1
0.000203000,1,1,1,1,1,1,1,1
0.000204000,1,1,1,1,1,1,1,1
0.000205000,1,1,1,1,1,1,1,1
0.000206000,1,1,1,1,1,1,1,1
0.000207000,1,1,1,1,1,1,1,1
0.000208000,1,1,1,1,1,1,1,1
0.000209000,1,1,1,1,1,1,1,1
0.000210000,1,1,1,1,1,1,1,1
0.000211000,1,1,1,1,1,1,1,1
0.000212000,1,1,1,1,1,1,1,1
0.000213000,1,1,1,1,1,1,1,1
0.000214000,1,1,1,1,1,1,1,1
0.000215000,1,1,1,1,1,1,1,1
0.000216000,1,1,1,1,1,1,1,1
0.000217000,1,1,1,1,1,1,1,1
0.000218000,1,1,1,1,1,1,1,1
0.000219000,1,1,1,1,1,1,1,1
0.000220000,1,1,1,1,1,1,1,1
0.000221000,1,1,1,1,1,1,1,1
0.000222000,1,1,1,1,1,1,1,1
0.000223000,1,1,1,1,1,1,1,1
0.000224000,1,1,1,1,1,1,1,1
0.000225000,1,1,1,1,1,1,1,1
0.000226000,1,1,1,1,1,1,1,1
0.000227000,1,1,1,1,1,1,1,1
0.000228000,1,1,1,1,1,1,1,1
0.000229000,1,1,1,1,1,1,1,1
0.000230000,1,1,1,1,1,1,1,1
0.000231000,1,1,1,1,1,1,1,1
0.000232000,1,1,1,1,1,1,1,1
0.000233000,1,1,1,1,1,1,1,1
0.000234000,1,1,1,1,1,1,1,1
0.000235000,1,1,1,1,1,1,1,1
0.000236000,1,1,1,1,1,1,1,1
0.000237000,1,1,1,1,1,1,1,1
0.000238000,1,1,1,1,1,1,1,1
0.000239000,1,1,1,1,1,1,1,1
0.000240000,1,1,1,1,1,1,1,1
0.000241000,1,1,1,1,1,1,1,1
0.000242000,1,1,1,1,1,1,1,1
0.000243000,1,1,1,1,1,1,1,1
0.000244000,1,1,1,1,1,1,1,1
0.000245000,1,1,1,1,1,1,1,1
0.000246000,1,1,1,1,1,1,1,1
0.000247000,1,1,1,1,1,1,1,1
0.000248000,1,1,1,1,1,1,1,1
0.000249000,1,1,1,1,1,1,1,1
0.000250000,1,1,1,1,1,1,1,1
0.000251000,1,1,1,1,1,1,1,1
0.000252000,1,1,1,1,1,1,1,1
0.000253000,1,1,1,1,1,1,1,1
0.000254000,1,1,1,1,1,1,1,1
0.000255000,1,1,1,1,1,1,1,1
0.000256000,1,1,1,1,1,1,1,1
0.000257000,1,1,1,1,1,1,1,1
0.000258000,1,1,1,1,1,1,1,1
0.000259000,1,1,1,1,1,1,1,1
0.000260000,1,1,1,1,1,1,1,1
0.000261000,1,1,1,1,1,1,1,1
0.000262000,1,1,1,1,1,1,1,1
0.000263000,1,1,1,1,1,1,1,1
0.000264000,1,1,1,1,1,1,1,1
0.000265000,1,1,1,1,1,1,1,1
0.000266000,1,1,1,1,1,1,1,1
0.000267000,1,1,1,1,1,1,1,1
0.000268000,1,1,1,1,1,1,1,1
0.000269000,1,1,1,1,1,1,1,1
0.000270000,1,1,1,1,1,1,1,1
0.000271000,1,1,1,1,1,1,1,1
0.000272000,1,1,1,1,1,1,1,1
0.000273000,1,1,1,1,1,1,1,1
0.000274000,1,1,1,1,1,1,1,1
0.000275000,1,1,1,1,1,1,1,1
0.000276000,1,1,1,1,1,1,1,1
0.000277000,1,1,1,1,1,1,1,1
0.000278000,1,1,1,1,1,1,1,1
0.000279000,1,1,1,1,1,1,1,1
0.000280000,1,1,1,1,1,1,1,1
0.000281000,1,1,1,1,1,1,1,1
0.000282000,1,1,1,1,1,1,1,1
0.000283000,1,1,1,1,1,1,1,1
0.000284000,1,1,1,1,1,1,1,1
0.000285000,1,1,1,1,1,1,1,1
0.000286000,1,1,1,1,1,1,1,1
0.000287000,1,1,1,1,1,1,1,1
0.000288000,1,1,1,1,1,1,1,1
0.000289000,1,1,1,1,1,1,1,1
0.000290000,1,1,1,1,1,1,1,1
0.000291000,1,1,1,1,1,1,1,1
0.000292000,1,1,1,1,1,1,1,1
0.000293000,1,1,1,1,1,1,1,1
0.000294000,1,1,1,1,1,1,1,1
0.000295000,1,1,1,1,1,1,1,1
0.000296000,1,1,1,1,1,1,1,1
0.000297000,1,1,1,1,1,1,1,1
0.000298000,1,1,1,1,1,1,1,1
0.000299000,1,1,1,1,1,1,1,1
0.000300000,1,1,1,1,1,1,1,1
0.000301000,1,1,1,1,1,1,1,1
0.000302000,1,1,1,1,1,1,1,1
0.000303000,1,1,1,1,1,1,1,1
0.000304000,1,1,1,1,1,1,1,1
0.000305000,1,1,1,1,1,1,1,1
0.000306000,1,1,1,1,1,1,1,1
0.000307000,1,1,1,1,1,1,1,1
0.000308000,1,1,1,1,1,1,1,1
0.000309000,1,1,1,1,1,1,1,1
0.000310000,1,1,1,1,1,1,1,1
0.000311000,1,1,1,1,1,1,1,1
0.000312000,1,1,1,1,1,1,1,1
0.000313000,1,1,1,1,1,1,1,1
0.000314000,1,1,1,1,1,1,1,1
0.000315000,1,1,1,1,1,1,1,1
0.000316000,1,1,1,1,1,1,1,1
0.000317000,1,1,1,1,1,1,1,1
0.000318000,1,1,1,1,1,1,1,1
0.000319000,1,1,1,1,1,1,1,1
0.000320000,1,1,1,1,1,1,1,1
0.000321000,1,1,1,1,1,1,1,1
0.000322000,1,1,1,1,1,1,1,1
0.000323000,1,1,1,1,1,1,1,1
0.000324000,1,1,1,1,1,1,1,1
0.000325000,1,1,1,1,1,1,1,1
0.000326000,1,1,1,1,1,1,1,1
0.000327000,1,1,1,1,1,1,1,1
0.000328000,1,1,1,1,1,1,1,1
0.000329000,1,1,1,1,1,1,1,1
0.000330000,1,1,1,1,1,1,1,1
0.000331000,1,1,1,1,1,1,1,1
0.000332000,1,1,1,1,1,1,1,1
0.000333000,1,1,1,1,1,1,1,1
0.000334000,1,1,1,1,1,1,1,1
0.000335000,1,1,1,1,1,1,1,1
0.000336000,1,1,1,1,1,1,1,1
0.000337000,1,1,1,1,1,1,1,1
0.000338000,1,1,1,1,1,1,1,1
0.000339000,1,1,1,1,1,1,1,1
0.000340000,1,1,1,1,1,1,1,1
0.000341000,1,1,1,1,1,1,1,1
0.000342000,1,1,1,1,1,1,1,1
0.000343000,1,1,1,1,1,1,1,1
0.000344000,1,1,1,1,1,1,1,1
0.000345000,1,1,1,1,1,1,1,1
0.000346000,1,1,1,1,1,1,1,1
0.000347000,1,1,1,1,1,1,1,1
0.000348000,1,1,1,1,1,1,1,1
0.000349000,1,1,1,1,1,1,1,1
0.000350000,1,1,1,1,1,1,1,1
0.000351000,1,1,1,1,1,1,1,1
0.000352000,1,1,1,1,1,1,1,1
0.000353000,1,1,1,1,1,1,1,1
0.000354000,1,1,1,1,1,1,1,1
0.000355000,1,1,1,1,1,1,1,1
0.000356000,1,1,1,1,1,1,1,1
0.000357000,1,1,1,1,1,1,1,1
0.000358000,1,1,1,1,1,1,1,1
0.000359000,1,1,1,1,1,1,1,1
0.000360000,1,1,1,1,1,1,1,1
0.000361000,1,1,1,1,1,1,1,1
0.000362000,1,1,1,1,1,1,1,1
0.000363000,1,1,1,1,1,1,1,1
0.000364000,1,1,1,1,1,1,1,1
0.000365000,1,1,1,1,1,1,1,1
0.000366000,1,1,1,1,1,1,1,1
0.000367000,1,1,1,1,1,1,1,1
0.000368000,1,1,1,1,1,1,1,1
0.000369000,1,1,1,1,1,1,1,1
0.000370000,1,1,1,1,1,1,1,1
0.000371000,1,1,1,1,1,1,1,1
0.000372000,1,1,1,1,1,1,1,1
0.000373000,1,1,1,1,1,1,1,1
0.000374000,1,1,1,1,1,1,1,1
0.000375000,1,1,1,1,1,1,1,1
0.000376000,1,1,1,1,1,1,1,1
0.000377000,1,1,1,1,1,1,1,1
0.000378000,1,1,1,1,1,1,1,1
0.000379000,1,1,1,1,1,1,1,1
0.000380000,1,1,1,1,1,1,1,1
0.000381000,1,1,1,1,1,1,1,1
0.000382000,1,1,1,1,1,1,1,1
0.000383000,1,1,1,1,1,1,1,1
0.000384000,1,1,1,1,1,1,1,1
0.000385000,1,1,1,1,1,1,1,1
0.000386000,1,1,1,1,1,1,1,1
0.000387000,1,1,1,1,1,1,1,1
0.000388000,1,1,1,1,1,1,1,1
0.000389000,1,1,1,1,1,1,1,1
0.000390000,1,1,1,1,1,1,1,1
0.000391000,1,1,1,1,1,1,1,1
0.000392000,1,1,1,1,1,1,1,1
0.000393000,1,1,1,1,1,1,1,1
0.000394000,1,1,1,1,1,1,1,1
0.000395000,1,1,1,1,1,1,1,1
0.000396000,1,1,1,1,1,1,1,1
0.000397000,1,1,1,1,1,1,1,1
0.000398000,1,1,1,1,1,1,1,1
0.000399000,1,1,1,1,1,1,1,1
0.000400000,1,1,1,1,1,1,1,1
0.000401000,1,1,1,1,1,1,1,1
0.000402000,1,1,1,1,1,1,1,1
0.000403000,1,1,1,1,1,1,1,1
0.000404000,1,1,1,1,1,1,1,1
0.000405000,1,1,1,1,1,1,1,1
0.000406000,1,1,1,1,1,1,1,1
0.000407000,1,1,1,1,1,1,1,1
0.000408000,1,1,1,1,1,1,1,1
0.000409000,1,1,1,1,1,1,1,1
